"genre","us_creator","type","duration","female_percent","age_13_17","age_18_24","age_25_34","age_35_44","age_45_54","age_55_plus","us_audience","sponsored","monthly_views_growth","followers","uploads_90d","month","dow","live","views"
"Entertainment",0,"media company",5.6,37.809425,7.011818,36.148872,31.606726,11.616332,6.79632,6.8199306,19.857656,0,0.030180225,578.765,1498,9,4,0,20.341
"Entertainment",0,"media company",1.9833333,15.768612,5.912792,30.794123,33.701675,14.584025,7.462491,7.544891,18.141592,0,0.044130668,2054.388,708,8,1,0,229.925
"Sports",0,"influencer",3.3666666,15.42511,21.308746,33.887463,22.326622,5.5525494,6.875817,10.048802,11.918482,0,0.029679121,878.483,507,5,4,0,95.379
"Sports",1,"media company",1.0166667,9.99927,1.8243961,25.894892,32.356926,16.118282,11.773436,12.032069,63.136818,0,0.0033106634,578.486,366,6,1,0,56.631
"Sports",1,"media company",3.9666667,10.8597,9.606157,35.367447,30.578188,10.044635,6.5816345,7.8219414,67.40286,0,0.073743895,219.146,955,7,2,0,34.431
"Sports",1,"media company",5.3166666,11.452031,13.572882,41.903625,29.131477,6.416323,3.98515,4.9905376,66.10729,0,0.08587955,950.395,2482,12,5,0,135.294
"Entertainment",0,"media company",0.36666667,15.768612,5.912792,30.794123,33.701675,14.584025,7.462491,7.544891,18.141592,0,0.044130668,2054.388,708,8,0,0,174.811
"Sports",1,"media company",1.1666666,11.452031,13.572882,41.903625,29.131477,6.416323,3.98515,4.9905376,66.10729,0,0.08587955,950.395,2482,12,5,0,58.295
"Sports",0,"influencer",10,15.42511,21.308746,33.887463,22.326622,5.5525494,6.875817,10.048802,11.918482,0,0.029679121,878.483,507,5,0,0,74.251
"Sports",1,"influencer",0.78333336,25.489103,5.7206154,43.4629,34.664104,8.840162,3.6588159,3.6534026,48.384514,0,0.0036807898,355.089,196,11,6,0,11.884
"Sports",1,"media company",1.5833334,11.450678,3.9394696,27.917713,31.15031,14.883247,10.926479,11.18278,97.170425,1,0.030345332,178.937,1050,5,5,0,10.024
"Entertainment",1,"media company",0.56666666,34.60032,5.319045,27.155289,27.917847,14.428255,13.085121,12.094444,65.63061,0,0.009271974,944.657,2744,8,2,0,80.509
"Entertainment",1,"media company",0.56666666,30.13772,3.285034,16.713976,26.37153,19.339844,17.793966,16.495651,75.42417,0,0.055003982,1011.363,4117,8,2,0,48.636
"News & Politics",1,"media company",0.73333335,20.323803,20.277847,35.112915,25.38984,6.316174,5.620608,7.2826176,83.72093,0,0.07589982,617.193,644,11,3,0,210.496
"Sports",0,"media company",1.4333333,13.167305,15.845698,33.60687,23.642078,6.335436,8.392546,12.177375,9.147328,0,0.017233385,3133.202,654,12,3,0,215.392
"Entertainment",1,"media company",0.5,70.818596,13.800028,34.495903,30.349518,12.964914,4.6163845,3.7732553,74.666664,0,0.00594993,1281.06,731,8,1,0,55.646
"Sports",1,"media company",3.0666666,8.320461,4.276618,32.664764,33.871693,12.950126,7.6875114,8.549289,73.41914,0,0.058888245,741.013,880,1,5,0,82.616
"News & Politics",1,"media company",1,20.323803,20.277847,35.112915,25.38984,6.316174,5.620608,7.2826176,83.72093,0,0.07589982,617.193,644,11,3,0,164.61
"Entertainment",1,"influencer",2.2166667,32.326706,29.271273,34.58001,23.386154,7.08687,2.64655,3.0291452,73.11401,0,0.005689213,2286.351,93,9,6,0,392.642
"Sports",0,"media company",0.96666664,25.420422,19.761547,36.291725,28.366697,7.580031,3.5916283,4.4083714,0,0,0.048994947,197.812,446,10,4,0,113.582
"Other",1,"influencer",3.55,58.882248,15.50275,27.534086,31.139978,15.43159,5.2490525,5.1425405,79.015335,0,0.015324648,1512.466,61,9,5,0,136.466
"Sports",0,"media company",6.016667,12.556783,11.798964,42.185295,27.929735,5.9400964,5.150093,6.9958167,13.072194,0,0.023953881,1141.661,1046,12,6,0,175.785
"Entertainment",0,"media company",1.1833333,37.809425,7.011818,36.148872,31.606726,11.616332,6.79632,6.8199306,19.857656,0,0.030180225,578.765,1498,9,3,0,32.557
"Entertainment",1,"media company",0.51666665,41.467705,9.793074,42.18559,31.867767,8.732419,3.7397358,3.681414,46.50821,1,0.031739768,3813.333,391,12,3,0,374.157
"Other",1,"influencer",0.51666665,19.35551,6.8694496,32.46499,31.689846,12.990742,8.085685,7.899287,45.533897,0,0.06742951,2530.914,306,8,5,0,361.61
"Sports",1,"media company",0.4,9.99927,1.8243961,25.894892,32.356926,16.118282,11.773436,12.032069,63.136818,0,0.0033106634,578.486,366,7,6,0,16.169
"Other",0,"media company",3.5833333,9.253714,3.4147487,34.29599,33.798225,13.168745,7.8361063,7.486182,26.976654,0,0.08721917,199.324,2311,12,1,0,48.02
"Entertainment",1,"media company",0.71666664,34.60032,5.319045,27.155289,27.917847,14.428255,13.085121,12.094444,65.63061,0,0.009271974,944.657,2744,9,5,0,85.308
"Sports",0,"media company",3.3166666,8.936719,7.0479894,28.071817,30.564854,14.534291,9.742507,10.038543,28.292212,0,0.041468117,354.396,961,11,6,0,28.5
"Entertainment",1,"media company",1.05,50.046043,1.8988557,12.158836,26.731018,22.811022,18.99381,17.40646,77.846535,0,0.027487054,897.328,1370,1,2,0,56.931
"Sports",1,"media company",0.4,11.6449585,4.5057755,33.620968,32.90389,11.937218,8.244027,8.788121,8.078737,0,0.014721058,2377.967,548,12,6,0,122.469
"Sports",1,"media company",0.35,11.6449585,4.5057755,33.620968,32.90389,11.937218,8.244027,8.788121,8.078737,0,0.014721058,2377.967,548,12,1,0,188.978
"Entertainment",0,"media company",0.73333335,45.61617,0.9245412,22.597652,36.656845,22.495607,8.970889,8.354465,6.9860277,0,0.00027999646,1135.606,185,12,6,0,95.585
"Music & Dance",1,"media company",0.65,41.08758,2.751409,34.409283,35.046566,13.62656,7.2367373,6.9294443,76.97748,0,0.008010981,855.193,159,9,3,0,29.77
"Entertainment",1,"media company",0.23333333,56.831623,2.6954377,40.92407,35.45462,11.036443,5.122855,4.766576,41.839657,0,0.025880674,2309.822,310,12,4,0,150.451
"Sports",1,"media company",2.15,8.320461,4.276618,32.664764,33.871693,12.950126,7.6875114,8.549289,73.41914,0,0.058888245,741.013,880,3,5,0,54.168
"Entertainment",0,"media company",1.3666667,31.19296,1.571147,16.696291,25.825306,16.122192,20.152256,19.632805,18.727491,0,0.017793102,2512.159,7541,10,1,0,270.988
"Entertainment",0,"media company",2.1,37.809425,7.011818,36.148872,31.606726,11.616332,6.79632,6.8199306,19.857656,0,0.030180225,578.765,1498,10,1,0,12.096
"Sports",0,"media company",2.7666667,9.9363785,12.953797,36.37404,26.021477,6.5337515,7.5776725,10.539263,22.756613,0,0.026637463,4414.232,1707,11,5,0,411.324
"Entertainment",0,"media company",26.65,10.411485,7.4352903,39.980957,34.09801,10.467064,3.9343324,4.0843453,80.47809,0,0.0106069185,301.994,560,12,4,0,13.812
"Entertainment",1,"media company",0.26666668,56.831623,2.6954377,40.92407,35.45462,11.036443,5.122855,4.766576,41.839657,0,0.025880674,2309.822,310,12,6,0,225.199
"Other",1,"media company",0.6,30.733044,19.168304,40.011066,29.157799,6.971713,2.2779515,2.4131658,40.822742,0,0.018817589,2905.494,127,10,3,0,237.186
"Sports",0,"influencer",0.15,15.42511,21.308746,33.887463,22.326622,5.5525494,6.875817,10.048802,11.918482,0,0.029679121,878.483,507,7,3,0,22.815
"Entertainment",0,"media company",0.45,15.768612,5.912792,30.794123,33.701675,14.584025,7.462491,7.544891,18.141592,0,0.044130668,2054.388,708,9,1,0,400.364
"Entertainment",0,"media company",49.1,34.00362,5.1880894,42.971928,34.980053,9.986153,3.4609892,3.4127886,35.45339,1,0.010366857,776.122,317,12,2,1,38.516
"Entertainment",0,"media company",0.73333335,10.411485,7.4352903,39.980957,34.09801,10.467064,3.9343324,4.0843453,80.47809,0,0.0106069185,301.994,560,1,0,0,26.317
"Other",1,"media company",0.56666666,30.733044,19.168304,40.011066,29.157799,6.971713,2.2779515,2.4131658,40.822742,0,0.018817589,2905.494,127,10,0,0,389.289
"Entertainment",1,"media company",0.6333333,41.467705,9.793074,42.18559,31.867767,8.732419,3.7397358,3.681414,46.50821,0,0.031739768,3813.333,391,12,6,0,317.671
"Entertainment",0,"media company",1.4333333,31.19296,1.571147,16.696291,25.825306,16.122192,20.152256,19.632805,18.727491,0,0.017793102,2512.159,7541,10,2,0,184.811
"Entertainment",1,"media company",1.9833333,68.87596,8.112703,41.57929,32.59819,10.104525,3.9411657,3.6641285,47.87738,0,0.018611968,1795.24,126,7,2,0,51.3
"Sports",1,"media company",0.36666667,9.99927,1.8243961,25.894892,32.356926,16.118282,11.773436,12.032069,63.136818,0,0.0033106634,578.486,366,9,5,0,13.9
"Entertainment",1,"media company",0.81666666,56.831623,2.6954377,40.92407,35.45462,11.036443,5.122855,4.766576,41.839657,0,0.025880674,2309.822,310,12,3,0,180.036
"Sports",1,"media company",0.1,10.8597,9.606157,35.367447,30.578188,10.044635,6.5816345,7.8219414,67.40286,0,0.073743895,219.146,955,7,6,0,22.759
"Other",1,"media company",1.9833333,50.098843,8.45865,46.502575,32.745316,7.008572,2.6333766,2.651511,5.297542,0,0.060118303,1081.419,14,8,6,0,87.908
"Entertainment",0,"media company",0.6333333,48.7002,1.3656589,37.2198,38.42033,15.09347,4.0235815,3.877159,25.925926,0,0.0023800672,678.998,35,11,4,0,68.922
"Other",1,"influencer",0.23333333,19.35551,6.8694496,32.46499,31.689846,12.990742,8.085685,7.899287,45.533897,1,0.06742951,2530.914,306,8,4,0,208.786
"Entertainment",1,"media company",1,70.818596,13.800028,34.495903,30.349518,12.964914,4.6163845,3.7732553,74.666664,0,0.00594993,1281.06,731,8,4,0,24.243
"Sports",1,"media company",1,9.99927,1.8243961,25.894892,32.356926,16.118282,11.773436,12.032069,63.136818,0,0.0033106634,578.486,366,9,3,0,41.669
"Music & Dance",1,"media company",0.95,41.08758,2.751409,34.409283,35.046566,13.62656,7.2367373,6.9294443,76.97748,0,0.008010981,855.193,159,10,2,0,41.441
"Sports",1,"media company",0.25,9.99927,1.8243961,25.894892,32.356926,16.118282,11.773436,12.032069,63.136818,0,0.0033106634,578.486,366,9,6,0,17.835
"Entertainment",1,"media company",2.95,16.147861,7.9033556,37.96721,36.258953,11.937649,2.966551,2.9662824,51.93207,0,0.034695525,2128.957,487,8,2,0,215.247
"Entertainment",0,"media company",18.116667,31.19296,1.571147,16.696291,25.825306,16.122192,20.152256,19.632805,18.727491,0,0.017793102,2512.159,7541,11,1,0,285.419
"Other",0,"brand",0.8833333,61.551086,1.5974207,18.04751,33.96101,24.336763,11.653552,10.403744,48.551094,0,0.0017915438,2630.643,107,5,5,0,107.177
"Music & Dance",1,"media company",1.4166666,41.08758,2.751409,34.409283,35.046566,13.62656,7.2367373,6.9294443,76.97748,0,0.008010981,855.193,159,10,2,0,32.352
"Entertainment",1,"media company",0.78333336,12.525792,0,15.849792,20.97412,16.19924,23.51202,23.46483,78.57143,0,0.0005126307,662.149,9,7,0,0,43.567
"Other",1,"influencer",0.18333334,19.35551,6.8694496,32.46499,31.689846,12.990742,8.085685,7.899287,45.533897,1,0.06742951,2530.914,306,9,1,0,207.931
"Entertainment",1,"media company",2.7666667,9.8866005,5.4984493,37.67791,34.05509,10.9907465,5.433323,6.3444786,63.039513,0,0.015340863,206.271,38,12,5,0,91.495
"Sports",1,"media company",3.3333333,9.99927,1.8243961,25.894892,32.356926,16.118282,11.773436,12.032069,63.136818,0,0.0033106634,578.486,366,10,4,0,34.315
"Sports",0,"media company",0.96666664,30.842865,18.116333,31.57791,29.120466,11.208296,5.3663883,4.610608,20.588236,0,0.007970611,140.926,110,12,4,0,25.986
"Entertainment",0,"media company",0.56666666,15.768612,5.912792,30.794123,33.701675,14.584025,7.462491,7.544891,18.141592,1,0.044130668,2054.388,708,11,2,0,160.174
"Sports",1,"media company",1.8833333,8.320461,4.276618,32.664764,33.871693,12.950126,7.6875114,8.549289,73.41914,0,0.058888245,741.013,880,5,2,0,75.066
"Food & Drink",0,"influencer",0.76666665,75.29311,2.0347307,20.3812,31.660439,22.748486,12.543334,10.63181,54.901962,0,0.014364045,963.996,298,3,0,0,33.222
"Entertainment",1,"media company",0.71666664,12.525792,0,15.849792,20.97412,16.19924,23.51202,23.46483,78.57143,0,0.0005126307,662.149,9,8,3,0,57.624
"Entertainment",0,"media company",3.8166666,27.95445,5.182669,21.898096,27.215689,16.255964,15.162929,14.28465,68.63595,0,0.13280946,240.71,285,8,6,0,11.412
"Sports",1,"media company",0.68333334,10.8597,9.606157,35.367447,30.578188,10.044635,6.5816345,7.8219414,67.40286,0,0.073743895,219.146,955,8,5,0,23.523
"Entertainment",0,"media company",0.38333333,48.7002,1.3656589,37.2198,38.42033,15.09347,4.0235815,3.877159,25.925926,0,0.0023800672,678.998,35,12,4,0,87.096
"Entertainment",1,"media company",2.6333334,9.8866005,5.4984493,37.67791,34.05509,10.9907465,5.433323,6.3444786,63.039513,0,0.015340863,206.271,38,1,5,0,17.956
"Entertainment",0,"media company",6.9,27.95445,5.182669,21.898096,27.215689,16.255964,15.162929,14.28465,68.63595,0,0.13280946,240.71,285,8,3,0,14.11
"Entertainment",0,"media company",0.33333334,48.7002,1.3656589,37.2198,38.42033,15.09347,4.0235815,3.877159,25.925926,0,0.0023800672,678.998,35,12,4,0,37.84
"Entertainment",1,"influencer",0.65,32.326706,29.271273,34.58001,23.386154,7.08687,2.64655,3.0291452,73.11401,0,0.005689213,2286.351,93,12,3,0,290.776
"Sports",1,"media company",0.5833333,10.649578,5.958103,35.181843,33.83029,12.672499,6.0540595,6.303202,49.252342,1,0.0128279105,269.249,82,9,5,0,22.364
"Sports",1,"media company",0.65,9.99927,1.8243961,25.894892,32.356926,16.118282,11.773436,12.032069,63.136818,0,0.0033106634,578.486,366,11,6,0,65.082
"Entertainment",1,"media company",0.71666664,61.873962,1.4062786,21.234766,33.10952,22.061457,11.82526,10.36272,59.747547,0,0.0071299383,3225.328,9,7,1,0,138.513
"Entertainment",1,"media company",1.0166667,81.46018,2.502887,32.677635,36.791443,18.5879,5.010902,4.4292336,23.809525,0,1.1714015e-05,306.294,37,4,5,0,16.54
"Entertainment",1,"media company",1.3666667,30.13772,3.285034,16.713976,26.37153,19.339844,17.793966,16.495651,75.42417,0,0.055003982,1011.363,4117,3,1,0,79.999
"Entertainment",0,"media company",4.0833335,10.411485,7.4352903,39.980957,34.09801,10.467064,3.9343324,4.0843453,80.47809,0,0.0106069185,301.994,560,3,2,0,12.745
"Entertainment",1,"media company",37.083332,13.3669405,5.631671,35.952454,30.732649,10.515382,8.247701,8.920144,96.052635,0,0.011091934,2713.231,25,11,3,0,67.297
"Entertainment",1,"media company",1,28.780329,1.4986134,13.857537,22.557587,17.525473,23.027748,21.533041,81.95876,0,0.030132711,505.678,4954,3,4,0,19.442
"Sports",1,"media company",0.33333334,9.99927,1.8243961,25.894892,32.356926,16.118282,11.773436,12.032069,63.136818,0,0.0033106634,578.486,366,11,6,0,53.175
"Entertainment",1,"media company",0.8833333,81.46018,2.502887,32.677635,36.791443,18.5879,5.010902,4.4292336,23.809525,0,1.1714015e-05,306.294,37,4,4,0,15.146
"Other",1,"media company",2.2166667,30.733044,19.168304,40.011066,29.157799,6.971713,2.2779515,2.4131658,40.822742,1,0.018817589,2905.494,127,1,5,0,212.767
"Sports",0,"media company",0.96666664,8.936719,7.0479894,28.071817,30.564854,14.534291,9.742507,10.038543,28.292212,0,0.041468117,354.396,961,12,2,0,25.258
"Entertainment",1,"media company",0.48333332,9.8866005,5.4984493,37.67791,34.05509,10.9907465,5.433323,6.3444786,63.039513,0,0.015340863,206.271,38,2,4,0,23.707
"Entertainment",1,"media company",2.05,6.8522415,6.9064403,35.06648,30.825603,9.792261,7.9767957,9.432424,61.05527,0,0.026843278,233.348,458,9,5,0,15.716
"Entertainment",0,"media company",57.2,15.768612,5.912792,30.794123,33.701675,14.584025,7.462491,7.544891,18.141592,1,0.044130668,2054.388,708,12,3,1,201.713
"Food & Drink",0,"influencer",1,75.29311,2.0347307,20.3812,31.660439,22.748486,12.543334,10.63181,54.901962,0,0.014364045,963.996,298,4,0,0,79.362
"Sports",0,"media company",2.7666667,8.936719,7.0479894,28.071817,30.564854,14.534291,9.742507,10.038543,28.292212,0,0.041468117,354.396,961,12,5,0,23.951
"Entertainment",1,"media company",1.05,81.46018,2.502887,32.677635,36.791443,18.5879,5.010902,4.4292336,23.809525,0,1.1714015e-05,306.294,37,4,4,0,17.458
"Sports",0,"media company",0.68333334,9.9363785,12.953797,36.37404,26.021477,6.5337515,7.5776725,10.539263,22.756613,0,0.026637463,4414.232,1707,12,0,0,236.816
"Sports",0,"media company",6.8,30.842865,18.116333,31.57791,29.120466,11.208296,5.3663883,4.610608,20.588236,0,0.007970611,140.926,110,2,6,0,12.178
"Sports",0,"influencer",0.35,15.42511,21.308746,33.887463,22.326622,5.5525494,6.875817,10.048802,11.918482,0,0.029679121,878.483,507,10,2,0,32.088
"Entertainment",1,"media company",1,81.46018,2.502887,32.677635,36.791443,18.5879,5.010902,4.4292336,23.809525,0,1.1714015e-05,306.294,37,4,2,0,11.194
"Entertainment",1,"media company",3.8,26.297277,6.10338,41.22508,35.444435,10.348794,3.4559636,3.4223485,72.772446,0,0.026469473,1587.66,1237,9,4,0,341.044
"Food & Drink",0,"influencer",0.76666665,75.29311,2.0347307,20.3812,31.660439,22.748486,12.543334,10.63181,54.901962,0,0.014364045,963.996,298,5,0,0,13.216
"Sports",1,"media company",2.0333333,10.8597,9.606157,35.367447,30.578188,10.044635,6.5816345,7.8219414,67.40286,1,0.073743895,219.146,955,9,1,0,14.119
"Sports",1,"media company",1.0833334,9.99927,1.8243961,25.894892,32.356926,16.118282,11.773436,12.032069,63.136818,0,0.0033106634,578.486,366,12,4,0,18.772
"Food & Drink",0,"influencer",0.85,75.29311,2.0347307,20.3812,31.660439,22.748486,12.543334,10.63181,54.901962,0,0.014364045,963.996,298,5,6,0,47.455
"Sports",1,"media company",1.0166667,8.320461,4.276618,32.664764,33.871693,12.950126,7.6875114,8.549289,73.41914,0,0.058888245,741.013,880,7,6,0,140.765
"Sports",0,"media company",0.6,30.842865,18.116333,31.57791,29.120466,11.208296,5.3663883,4.610608,20.588236,0,0.007970611,140.926,110,3,4,0,10.237
"Entertainment",1,"media company",0.43333334,35.135654,8.65558,20.986437,22.572248,14.838311,16.985853,15.961571,100,0,0.0130645735,469.578,837,12,4,0,41.97
"Entertainment",1,"media company",0.68333334,70.818596,13.800028,34.495903,30.349518,12.964914,4.6163845,3.7732553,74.666664,0,0.00594993,1281.06,731,10,4,0,70.65
"Entertainment",1,"media company",1.2833333,35.135654,8.65558,20.986437,22.572248,14.838311,16.985853,15.961571,100,0,0.0130645735,469.578,837,12,4,0,53.832
"Entertainment",0,"media company",0.51666665,37.809425,7.011818,36.148872,31.606726,11.616332,6.79632,6.8199306,19.857656,0,0.030180225,578.765,1498,2,2,0,40.771
"Entertainment",1,"media company",49.233334,35.135654,8.65558,20.986437,22.572248,14.838311,16.985853,15.961571,100,0,0.0130645735,469.578,837,12,6,0,26.783
"Sports",1,"media company",2.0833333,9.99927,1.8243961,25.894892,32.356926,16.118282,11.773436,12.032069,63.136818,0,0.0033106634,578.486,366,12,6,0,18.244
"Other",1,"media company",1.0166667,30.733044,19.168304,40.011066,29.157799,6.971713,2.2779515,2.4131658,40.822742,0,0.018817589,2905.494,127,3,3,0,178.816
"Music & Dance",1,"media company",0.53333336,41.08758,2.751409,34.409283,35.046566,13.62656,7.2367373,6.9294443,76.97748,0,0.008010981,855.193,159,11,1,0,48.866
"Sports",1,"media company",0.71666664,12.180419,3.4814065,29.82903,34.545998,15.737742,8.107069,8.298754,10.36036,1,0.04179458,3379.508,1480,8,0,0,43.231
"Entertainment",0,"media company",6.55,31.19296,1.571147,16.696291,25.825306,16.122192,20.152256,19.632805,18.727491,0,0.017793102,2512.159,7541,1,4,0,290.624
"Food & Drink",1,"brand",0.81666666,66.634026,2.5017357,21.056831,32.89452,23.005838,11.15728,9.383797,63.225807,0,0.011762405,199.636,96,2,4,0,58.996
"Entertainment",1,"media company",1.3833333,77.04283,14.45233,37.520214,31.761309,11.082305,2.713504,2.4703407,71.792816,0,0.03916706,956.077,687,3,1,0,183.651
"Entertainment",0,"media company",1.4666667,45.61617,0.9245412,22.597652,36.656845,22.495607,8.970889,8.354465,6.9860277,0,0.00027999646,1135.606,185,1,4,0,10.257
"Entertainment",1,"media company",3.4333334,16.147861,7.9033556,37.96721,36.258953,11.937649,2.966551,2.9662824,51.93207,0,0.034695525,2128.957,487,9,4,0,219.873
"Music & Dance",1,"media company",1.8,41.08758,2.751409,34.409283,35.046566,13.62656,7.2367373,6.9294443,76.97748,0,0.008010981,855.193,159,12,5,0,99.931
"Sports",1,"media company",2.2833333,8.320461,4.276618,32.664764,33.871693,12.950126,7.6875114,8.549289,73.41914,0,0.058888245,741.013,880,8,5,0,87.454
"Entertainment",1,"media company",1.5166667,45.997005,4.7879667,23.466337,28.763565,16.986551,13.360186,12.635393,45.550846,0,0.0001674099,1125.015,84,9,1,0,46.6
"Sports",1,"media company",1.9333333,10.8597,9.606157,35.367447,30.578188,10.044635,6.5816345,7.8219414,67.40286,1,0.073743895,219.146,955,9,5,0,10.823
"Sports",1,"media company",4.85,9.99927,1.8243961,25.894892,32.356926,16.118282,11.773436,12.032069,63.136818,0,0.0033106634,578.486,366,1,4,0,26.579
"Sports",0,"media company",0.5,30.842865,18.116333,31.57791,29.120466,11.208296,5.3663883,4.610608,20.588236,0,0.007970611,140.926,110,3,2,0,12.789
"Entertainment",1,"media company",7.4,61.873962,1.4062786,21.234766,33.10952,22.061457,11.82526,10.36272,59.747547,0,0.0071299383,3225.328,9,9,2,0,80.416
"Sports",0,"media company",0.95,9.40931,9.47917,34.98272,28.37198,8.819428,8.293109,10.053593,10.238487,1,0.0237931,3103.162,384,3,4,0,92.325
"Sports",0,"influencer",1,15.42511,21.308746,33.887463,22.326622,5.5525494,6.875817,10.048802,11.918482,0,0.029679121,878.483,507,11,5,0,55.671
"Entertainment",1,"media company",0.75,35.135654,8.65558,20.986437,22.572248,14.838311,16.985853,15.961571,100,0,0.0130645735,469.578,837,12,4,0,32.611
"Entertainment",1,"media company",1.7166667,68.87596,8.112703,41.57929,32.59819,10.104525,3.9411657,3.6641285,47.87738,1,0.018611968,1795.24,126,9,5,0,111.453
"Entertainment",1,"media company",0.81666666,73.633934,0.96411204,20.348577,33.706028,23.56476,11.583149,9.833375,66.313934,0,0.016415091,603.811,297,8,5,0,33.628
"Entertainment",0,"media company",5.95,10.411485,7.4352903,39.980957,34.09801,10.467064,3.9343324,4.0843453,80.47809,0,0.0106069185,301.994,560,6,3,0,10.347
"Sports",1,"media company",2.0833333,10.8597,9.606157,35.367447,30.578188,10.044635,6.5816345,7.8219414,67.40286,1,0.073743895,219.146,955,9,3,0,11.873
"Sports",1,"media company",1.3,8.320461,4.276618,32.664764,33.871693,12.950126,7.6875114,8.549289,73.41914,0,0.058888245,741.013,880,9,4,0,71.506
"Entertainment",1,"media company",4.4666667,24.25525,4.807867,37.786213,36.26008,12.207248,4.5220594,4.416535,49.21301,1,0.01993127,877.094,139,12,2,0,15.632
"Sports",1,"media company",4.016667,9.99927,1.8243961,25.894892,32.356926,16.118282,11.773436,12.032069,63.136818,0,0.0033106634,578.486,366,2,4,0,26.783
"Sports",1,"media company",1.65,9.99927,1.8243961,25.894892,32.356926,16.118282,11.773436,12.032069,63.136818,0,0.0033106634,578.486,366,2,5,0,62.807
"Entertainment",0,"media company",0.71666664,24.704935,0,33.915096,38.5056,12.614732,7.1155043,7.8490696,11.741541,1,0.10739756,331.738,651,6,6,0,26.306
"Other",0,"influencer",1.1166667,85.55602,2.2836676,19.129398,39.914806,27.026186,6.2205977,5.425348,79.81574,0,0.039924823,930.06,267,10,2,0,70.117
"Music & Dance",1,"media company",1,41.08758,2.751409,34.409283,35.046566,13.62656,7.2367373,6.9294443,76.97748,0,0.008010981,855.193,159,12,5,0,56.718
"Entertainment",1,"media company",0.7,81.46018,2.502887,32.677635,36.791443,18.5879,5.010902,4.4292336,23.809525,0,1.1714015e-05,306.294,37,6,6,0,16.224
"Entertainment",1,"media company",0.85,70.818596,13.800028,34.495903,30.349518,12.964914,4.6163845,3.7732553,74.666664,0,0.00594993,1281.06,731,11,3,0,39.956
"Other",0,"brand",59.55,61.551086,1.5974207,18.04751,33.96101,24.336763,11.653552,10.403744,48.551094,0,0.0017915438,2630.643,107,6,4,0,35.735
"Sports",1,"media company",1.9333333,8.320461,4.276618,32.664764,33.871693,12.950126,7.6875114,8.549289,73.41914,0,0.058888245,741.013,880,9,5,0,72.705
"Entertainment",0,"media company",0.51666665,15.768612,5.912792,30.794123,33.701675,14.584025,7.462491,7.544891,18.141592,0,0.044130668,2054.388,708,3,4,0,234.178
"Entertainment",1,"media company",0.76666665,9.8866005,5.4984493,37.67791,34.05509,10.9907465,5.433323,6.3444786,63.039513,0,0.015340863,206.271,38,4,0,0,36.044
"Other",1,"media company",1.6166667,30.733044,19.168304,40.011066,29.157799,6.971713,2.2779515,2.4131658,40.822742,0,0.018817589,2905.494,127,5,6,0,189.109
"Sports",0,"influencer",0.98333335,15.42511,21.308746,33.887463,22.326622,5.5525494,6.875817,10.048802,11.918482,0,0.029679121,878.483,507,1,1,0,44.624
"Sports",1,"media company",0.65,9.99927,1.8243961,25.894892,32.356926,16.118282,11.773436,12.032069,63.136818,0,0.0033106634,578.486,366,2,0,0,44.134
"Sports",1,"media company",6.75,8.320461,4.276618,32.664764,33.871693,12.950126,7.6875114,8.549289,73.41914,0,0.058888245,741.013,880,10,3,0,78.832
"Food & Drink",0,"influencer",0.9166667,75.29311,2.0347307,20.3812,31.660439,22.748486,12.543334,10.63181,54.901962,0,0.014364045,963.996,298,8,3,0,37.275
"Entertainment",1,"media company",1.65,81.46018,2.502887,32.677635,36.791443,18.5879,5.010902,4.4292336,23.809525,0,1.1714015e-05,306.294,37,6,4,0,24.509
"Other",1,"media company",2.1166666,30.733044,19.168304,40.011066,29.157799,6.971713,2.2779515,2.4131658,40.822742,0,0.018817589,2905.494,127,5,0,0,270.981
"Entertainment",1,"media company",0.76666665,70.818596,13.800028,34.495903,30.349518,12.964914,4.6163845,3.7732553,74.666664,0,0.00594993,1281.06,731,11,3,0,24.615
"Entertainment",1,"media company",0.6333333,13.802775,5.844798,31.926064,34.528294,14.066388,6.801359,6.8330994,42.607216,0,0.07278519,3697.092,2479,6,4,0,237.986
"Entertainment",1,"media company",0.96666664,76.532036,3.0458338,42.47403,35.339916,11.917806,3.8541508,3.368265,40.134907,0,0.0147023825,1271.107,163,11,3,0,34.178
"Entertainment",1,"media company",2.9666667,16.147861,7.9033556,37.96721,36.258953,11.937649,2.966551,2.9662824,51.93207,0,0.034695525,2128.957,487,10,3,0,111.335
"Entertainment",0,"media company",0.51666665,15.768612,5.912792,30.794123,33.701675,14.584025,7.462491,7.544891,18.141592,0,0.044130668,2054.388,708,3,6,0,347.202
"Entertainment",1,"media company",2.8333333,71.18168,6.981377,44.922333,35.171055,8.847853,2.0912347,1.9861463,77.09349,1,0.04044223,3877.564,1014,12,3,0,445.963
"Entertainment",1,"media company",1.8333334,77.04283,14.45233,37.520214,31.761309,11.082305,2.713504,2.4703407,71.792816,0,0.03916706,956.077,687,6,4,0,20.451
"Other",1,"media company",4.3,30.733044,19.168304,40.011066,29.157799,6.971713,2.2779515,2.4131658,40.822742,0,0.018817589,2905.494,127,5,4,0,289.347
"Entertainment",0,"media company",59.283333,31.19296,1.571147,16.696291,25.825306,16.122192,20.152256,19.632805,18.727491,0,0.017793102,2512.159,7541,3,4,0,234.487
